generic-fusion,correlation,CI,3.35467712947,0.0
generic-fusion,correlation,SL,0.672921259147,0.0
generic-fusion,correlation,NL,0.172418725417,0.0
macroop-fusion-o3,fdtd-2d,CI,4.72385424438,0.0
macroop-fusion-o3,fdtd-2d,SL,0.783504164943,0.0
macroop-fusion-o3,fdtd-2d,NL,0.22472477817,0.0
generic-fusion,fdtd-2d,CI,4.72063676282,0.0
generic-fusion,fdtd-2d,SL,0.783502987376,0.0
generic-fusion,fdtd-2d,NL,0.224725137886,0.0
generic,seidel-2d,CI,2.65346659999,0.0
generic,seidel-2d,SL,0.528561209219,0.0
generic,seidel-2d,NL,0.251222862015,0.0
generic-fusion,jacobi-2d,CI,3.92916489384,0.0
generic-fusion,jacobi-2d,SL,0.362026706778,0.0
generic-fusion,jacobi-2d,NL,0.181981860734,0.0
nofusion-o3,jacobi-2d,CI,3.92917762574,0.0
nofusion-o3,jacobi-2d,SL,0.36202148294,0.0
nofusion-o3,jacobi-2d,NL,0.181981936491,0.0
nofusion-o3,seidel-2d,CI,2.73220108347,0.0
nofusion-o3,seidel-2d,SL,0.544244784715,0.0
nofusion-o3,seidel-2d,NL,0.258680409027,0.0
macroop-fusion-o3,correlation,CI,3.35467013981,0.0
macroop-fusion-o3,correlation,SL,0.672915367365,0.0
macroop-fusion-o3,correlation,NL,0.172420046782,0.0
macroop-fusion-inorder-v2,jacobi-1d,CI,3.90118359076,0.0
macroop-fusion-inorder-v2,jacobi-1d,SL,0.35542124782,0.0
macroop-fusion-inorder-v2,jacobi-1d,NL,0.235794005587,0.0
generic,jacobi-1d,CI,4.82201183609,0.0
generic,jacobi-1d,SL,0.355388086929,0.0
generic,jacobi-1d,NL,0.235835987958,0.0
generic,heat-3d,CI,1.41123354345,0.0
generic,heat-3d,SL,1.5651965707,0.0
generic,heat-3d,NL,0.467334072845,0.0
generic-fusion,jacobi-1d,CI,4.82306037174,0.0
generic-fusion,jacobi-1d,SL,0.3552950875,0.0
generic-fusion,jacobi-1d,NL,0.235856541634,0.0
macroop-fusion-inorder,correlation,CI,3.35466414513,0.0
macroop-fusion-inorder,correlation,SL,0.672924965349,0.0
macroop-fusion-inorder,correlation,NL,0.172419525017,0.0
nofusion-o3,jacobi-1d,CI,3.90077880591,0.0
nofusion-o3,jacobi-1d,SL,0.355357219312,0.0
nofusion-o3,jacobi-1d,NL,0.235879567745,0.0
nofusion-o3,fdtd-2d,CI,5.93691209891,0.0
nofusion-o3,fdtd-2d,SL,0.783508044128,0.0
nofusion-o3,fdtd-2d,NL,0.224725861649,0.0
macroop-fusion-inorder-v2,heat-3d,CI,4.69288755713,0.0
macroop-fusion-inorder-v2,heat-3d,SL,0.313720131011,0.0
macroop-fusion-inorder-v2,heat-3d,NL,0.077986519712,0.0
generic,fdtd-2d,CI,5.96276994955,0.0
generic,fdtd-2d,SL,0.783507201317,0.0
generic,fdtd-2d,NL,0.224725517429,0.0
nofusion-o3,adi,CI,1.02134080095,0.0
nofusion-o3,adi,SL,0.200514233751,0.0
nofusion-o3,adi,NL,0.0557730237888,0.0
macroop-fusion-inorder,covariance,CI,4.10369235216,0.0
macroop-fusion-inorder,covariance,SL,0.929982272001,0.0
macroop-fusion-inorder,covariance,NL,0.245840217772,0.0
generic-fusion,covariance,CI,4.10369946364,0.0
generic-fusion,covariance,SL,0.929977259781,0.0
generic-fusion,covariance,NL,0.245841461197,0.0
macroop-fusion-o3,jacobi-1d,CI,3.90123979058,0.0
macroop-fusion-o3,jacobi-1d,SL,0.355456168427,0.0
macroop-fusion-o3,jacobi-1d,NL,0.235841696561,0.0
macroop-fusion-inorder-v2,adi,CI,1.02132184904,0.0
macroop-fusion-inorder-v2,adi,SL,0.194661659956,0.0
macroop-fusion-inorder-v2,adi,NL,0.0616254493202,0.0
macroop-fusion-inorder,heat-3d,CI,4.69289272958,0.0
macroop-fusion-inorder,heat-3d,SL,0.313717323385,0.0
macroop-fusion-inorder,heat-3d,NL,0.0779862566437,0.0
macroop-fusion-o3,seidel-2d,CI,2.73219324958,0.0
macroop-fusion-o3,seidel-2d,SL,0.544249117587,0.0
macroop-fusion-o3,seidel-2d,NL,0.258680725615,0.0
macroop-fusion-inorder,adi,CI,1.02128247577,0.0
macroop-fusion-inorder,adi,SL,0.194660408524,0.0
macroop-fusion-inorder,adi,NL,0.0616247627823,0.0
generic,adi,CI,2.477960939,0.0
generic,adi,SL,0.194656522981,0.0
generic,adi,NL,0.0616243650581,0.0
macroop-fusion-inorder-v2,jacobi-2d,CI,3.92917553175,0.0
macroop-fusion-inorder-v2,jacobi-2d,SL,0.36202788193,0.0
macroop-fusion-inorder-v2,jacobi-2d,NL,0.181982217461,0.0
macroop-fusion-o3,adi,CI,1.02131358839,0.0
macroop-fusion-o3,adi,SL,0.194664314358,0.0
macroop-fusion-o3,adi,NL,0.0616251026587,0.0
macroop-fusion-inorder-v2,fdtd-2d,CI,4.71796368234,0.0
macroop-fusion-inorder-v2,fdtd-2d,SL,0.783506232712,0.0
macroop-fusion-inorder-v2,fdtd-2d,NL,0.224724742313,0.0
generic-fusion,seidel-2d,CI,2.65346743379,0.0
generic-fusion,seidel-2d,SL,0.52856305575,0.0
generic-fusion,seidel-2d,NL,0.251223300899,0.0
macroop-fusion-o3,heat-3d,CI,4.69288850771,0.0
macroop-fusion-o3,heat-3d,SL,0.313719142066,0.0
macroop-fusion-o3,heat-3d,NL,0.0779863499398,0.0
macroop-fusion-inorder,seidel-2d,CI,2.73217775048,0.0
macroop-fusion-inorder,seidel-2d,SL,0.544252501496,0.0
macroop-fusion-inorder,seidel-2d,NL,0.258680521916,0.0
macroop-fusion-o3,jacobi-2d,CI,3.92917559092,0.0
macroop-fusion-o3,jacobi-2d,SL,0.362019508306,0.0
macroop-fusion-o3,jacobi-2d,NL,0.181982454652,0.0
macroop-fusion-inorder-v2,seidel-2d,CI,2.73217933874,0.0
macroop-fusion-inorder-v2,seidel-2d,SL,0.544249465831,0.0
macroop-fusion-inorder-v2,seidel-2d,NL,0.258680882396,0.0
generic,correlation,CI,3.35467761244,0.0
generic,correlation,SL,0.672920351911,0.0
generic,correlation,NL,0.172419739928,0.0
macroop-fusion-inorder,jacobi-2d,CI,3.92918178038,0.0
macroop-fusion-inorder,jacobi-2d,SL,0.362021672964,0.0
macroop-fusion-inorder,jacobi-2d,NL,0.181981542258,0.0
macroop-fusion-inorder-v2,covariance,CI,4.10367005105,0.0
macroop-fusion-inorder-v2,covariance,SL,0.929981820525,0.0
macroop-fusion-inorder-v2,covariance,NL,0.245841178316,0.0
generic-fusion,heat-3d,CI,1.41124937868,0.0
generic-fusion,heat-3d,SL,0.313719263534,0.0
generic-fusion,heat-3d,NL,0.0779863691332,0.0
macroop-fusion-o3,covariance,CI,4.10368558672,0.0
macroop-fusion-o3,covariance,SL,0.929988712938,0.0
macroop-fusion-o3,covariance,NL,0.245841091034,0.0
nofusion-o3,covariance,CI,4.10369074809,0.0
nofusion-o3,covariance,SL,0.92998775785,0.0
nofusion-o3,covariance,NL,0.245841303662,0.0
macroop-fusion-inorder,fdtd-2d,CI,4.69730691741,0.0
macroop-fusion-inorder,fdtd-2d,SL,0.783503031979,0.0
macroop-fusion-inorder,fdtd-2d,NL,0.224726290694,0.0
nofusion-o3,correlation,CI,3.35466636496,0.0
nofusion-o3,correlation,SL,0.672922663537,0.0
nofusion-o3,correlation,NL,0.172420072629,0.0
nofusion-o3,heat-3d,CI,1.41124629476,0.0
nofusion-o3,heat-3d,SL,0.313717320337,0.0
nofusion-o3,heat-3d,NL,0.0779861410688,0.0
generic-fusion,adi,CI,2.47796313121,0.0
generic-fusion,adi,SL,0.194658025796,0.0
generic-fusion,adi,NL,0.061623680199,0.0
macroop-fusion-inorder,jacobi-1d,CI,3.90115830657,0.0
macroop-fusion-inorder,jacobi-1d,SL,0.355585488174,0.0
macroop-fusion-inorder,jacobi-1d,NL,0.235864133842,0.0
generic,covariance,CI,4.10369281162,0.0
generic,covariance,SL,0.92998285277,0.0
generic,covariance,NL,0.245841393239,0.0
generic,jacobi-2d,CI,3.92918178177,0.0
generic,jacobi-2d,SL,1.90758944164,0.0
generic,jacobi-2d,NL,0.696112424483,0.0
